,SICK_id,Premise,Hypothesis,Modifier,Premise/Hypothesis/Both,Part of Premise/Hypothesis Modified,Ground Truth,GT,Modifier Type,nli-deberta-v3-base,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli,pair-classification-decomposable-attention-elmo,CompressedGT
282,150,every deer is jumping over a fence,every deer is n't jumping over the fence,every,Both,Subject,Negation,Negation,Universal,Contradiction,Contradiction,FE,Contradiction
283,150,some deer is jumping over a fence,a deer is n't jumping over the fence,some,Premise,Subject,Alternation,Alternation,Existential,Contradiction,Contradiction,FE,Contradiction
284,150,a deer is jumping over a fence,some deer is n't jumping over the fence,some,Hypothesis,Subject,Alternation,Alternation,Existential,RE,Contradiction,FE,Contradiction
285,150,some deer is jumping over a fence,some deer is n't jumping over the fence,some,Both,Subject,Alternation,Alternation,Existential,RE,Contradiction,FE,Contradiction
286,150,at least deer is jumping over a fence,a deer is n't jumping over the fence,at least,Premise,Subject,Alternation,Alternation,Existential,Contradiction,Contradiction,FE,Contradiction
287,150,a deer is jumping over a fence,at least deer is n't jumping over the fence,at least,Hypothesis,Subject,Alternation,Alternation,Existential,Contradiction,Contradiction,FE,Contradiction
288,150,at least deer is jumping over a fence,at least deer is n't jumping over the fence,at least,Both,Subject,Alternation,Alternation,Existential,Contradiction,Contradiction,FE,Contradiction
289,150,not every deer is jumping over a fence,a deer is n't jumping over the fence,not every,Premise,Subject,FE,FE,Negation,Contradiction,FE,FE,FE
290,150,a deer is jumping over a fence,not every deer is n't jumping over the fence,not every,Hypothesis,Subject,RE,RE,Negation,RE,RE,FE,RE
291,150,not every deer is jumping over a fence,not every deer is n't jumping over the fence,not every,Both,Subject,Neutral,Neutral,Negation,FE,FE,FE,Neutral
292,150,exactly one deer is jumping over a fence,a deer is n't jumping over the fence,exactly one,Premise,Subject,Alternation,Alternation,Existential,Contradiction,Contradiction,FE,Contradiction
293,150,a deer is jumping over a fence,exactly one deer is n't jumping over the fence,exactly one,Hypothesis,Subject,Alternation,Alternation,Existential,Contradiction,Neutral,FE,Contradiction
294,150,exactly one deer is jumping over a fence,exactly one deer is n't jumping over the fence,exactly one,Both,Subject,Alternation,Alternation,Existential,Contradiction,Contradiction,FE,Contradiction
295,150,all but one deer is jumping over a fence,a deer is n't jumping over the fence,all but one,Premise,Subject,FE,FE,Existential,FE,FE,FE,FE
296,150,a deer is jumping over a fence,all but one deer is n't jumping over the fence,all but one,Hypothesis,Subject,RE,RE,Existential,Contradiction,Contradiction,FE,RE
297,150,all but one deer is jumping over a fence,all but one deer is n't jumping over the fence,all but one,Both,Subject,Neutral,Neutral,Existential,Contradiction,Contradiction,FE,Neutral
298,150,everyone of deer is jumping over a fence,a deer is n't jumping over the fence,everyone of,Premise,Subject,Negation,Negation,Universal,Contradiction,Contradiction,FE,Contradiction
299,150,a deer is jumping over a fence,everyone of deer is n't jumping over the fence,everyone of,Hypothesis,Subject,Negation,Negation,Universal,RE,Contradiction,FE,Contradiction
300,150,everyone of deer is jumping over a fence,everyone of deer is n't jumping over the fence,everyone of,Both,Subject,Negation,Negation,Universal,Contradiction,Contradiction,FE,Contradiction
302,150,a deer is jumping over a fence,no deer is n't jumping over the fence,no,Hypothesis,Subject,RE,RE,Negation,Contradiction,Contradiction,FE,RE
303,150,no deer is jumping over a fence,no deer is n't jumping over the fence,no,Both,Subject,Negation,Negation,Negation,Contradiction,FE,FE,Contradiction
304,150,green deer is jumping over a fence,a deer is n't jumping over the fence,green,Premise,Subject,Alternation,Alternation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
305,150,a deer is jumping over a fence,green deer is n't jumping over the fence,green,Hypothesis,Subject,Alternation,Alternation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
306,150,green deer is jumping over a fence,green deer is n't jumping over the fence,green,Both,Subject,Alternation,Alternation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
307,150,happy deer is jumping over a fence,a deer is n't jumping over the fence,happy,Premise,Subject,Alternation,Alternation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
308,150,a deer is jumping over a fence,happy deer is n't jumping over the fence,happy,Hypothesis,Subject,Alternation,Alternation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
309,150,happy deer is jumping over a fence,happy deer is n't jumping over the fence,happy,Both,Subject,Alternation,Alternation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
310,150,sad deer is jumping over a fence,a deer is n't jumping over the fence,sad,Premise,Subject,Alternation,Alternation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
311,150,a deer is jumping over a fence,sad deer is n't jumping over the fence,sad,Hypothesis,Subject,Alternation,Alternation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
312,150,sad deer is jumping over a fence,sad deer is n't jumping over the fence,sad,Both,Subject,Alternation,Alternation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
313,150,good deer is jumping over a fence,a deer is n't jumping over the fence,good,Premise,Subject,Alternation,Alternation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
314,150,a deer is jumping over a fence,good deer is n't jumping over the fence,good,Hypothesis,Subject,Alternation,Alternation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
315,150,good deer is jumping over a fence,good deer is n't jumping over the fence,good,Both,Subject,Alternation,Alternation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
316,150,bad deer is jumping over a fence,a deer is n't jumping over the fence,bad,Premise,Subject,Alternation,Alternation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
317,150,a deer is jumping over a fence,bad deer is n't jumping over the fence,bad,Hypothesis,Subject,Alternation,Alternation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
318,150,bad deer is jumping over a fence,bad deer is n't jumping over the fence,bad,Both,Subject,Alternation,Alternation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
322,150,a deer is not jumping over a fence,a deer isn't not jumping over the fence,not,Both,Verb,Negation|Alternation,Negation,Negation,Contradiction,FE,FE,Contradiction
323,150,a deer is abnormally jumping over a fence,a deer is n't jumping over the fence,abnormally,Premise,Verb,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
324,150,a deer is jumping over a fence,a deer isn't abnormally jumping over the fence,abnormally,Hypothesis,Verb,Negation|Alternation,Negation,Adjectives/Adverbs,RE,RE,FE,Contradiction
325,150,a deer is abnormally jumping over a fence,a deer isn't abnormally jumping over the fence,abnormally,Both,Verb,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
326,150,a deer is elegantly jumping over a fence,a deer is n't jumping over the fence,elegantly,Premise,Verb,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
327,150,a deer is jumping over a fence,a deer isn't elegantly jumping over the fence,elegantly,Hypothesis,Verb,Negation|Alternation,Negation,Adjectives/Adverbs,RE,RE,FE,Contradiction
328,150,a deer is elegantly jumping over a fence,a deer isn't elegantly jumping over the fence,elegantly,Both,Verb,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
329,150,a deer is always jumping over a fence,a deer is n't jumping over the fence,always,Premise,Verb,Negation|Alternation,Negation,Universal,Contradiction,Contradiction,FE,Contradiction
330,150,a deer is jumping over a fence,a deer isn't always jumping over the fence,always,Hypothesis,Verb,Negation|Alternation,Negation,Universal,RE,RE,FE,Contradiction
331,150,a deer is always jumping over a fence,a deer isn't always jumping over the fence,always,Both,Verb,Negation|Alternation,Negation,Universal,Neutral,Contradiction,FE,Contradiction
332,150,a deer is never jumping over a fence,a deer is n't jumping over the fence,never,Premise,Verb,FE,FE,Universal,FE,FE,FE,FE
334,150,a deer is never jumping over a fence,a deer isn't never jumping over the fence,never,Both,Verb,Alternation,Alternation,Universal,Contradiction,Contradiction,FE,Contradiction
336,150,A deer is jumping over a good fence,"A deer isn't jumping over the fence
",good,Premise,Object,Alternation,Alternation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
337,150,A deer is jumping over a fence,A deer isn't jumping over the good fence,good,Hypothesis,Object,Alternation,Alternation,Adjectives/Adverbs,Contradiction,Neutral,FE,Contradiction
338,150,A deer is jumping over a good fence,A deer isn't jumping over the good fence,good,Both,Object,Alternation,Alternation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
339,150,A deer is jumping over all but one fence,"A deer isn't jumping over the fence
",all but one,Premise,Object,FE,FE,Existential,Contradiction,FE,FE,FE
340,150,A deer is jumping over a fence,A deer isn't jumping over all but one fence,all but one,Hypothesis,Object,RE,RE,Existential,RE,RE,FE,RE
341,150,A deer is jumping over all but one fence,A deer isn't jumping over all but one fence,all but one,Both,Object,Neutral,Neutral,Existential,Contradiction,Contradiction,FE,Neutral
342,150,A deer is jumping over every fence,"A deer isn't jumping over the fence
",every,Premise,Object,Negation|Alternation,Negation,Universal,Contradiction,Contradiction,FE,Contradiction
343,150,A deer is jumping over a fence,A deer isn't jumping over every fence,every,Hypothesis,Object,RE,RE,Universal,Neutral,RE,FE,RE
344,150,A deer is jumping over every fence,A deer isn't jumping over every fence,every,Both,Object,Negation|Alternation,Negation,Universal,Contradiction,Contradiction,FE,Contradiction
345,150,A deer is jumping over a bad fence,"A deer isn't jumping over the fence
",bad,Premise,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
346,150,A deer is jumping over a fence,A deer isn't jumping over the bad fence,bad,Hypothesis,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Neutral,FE,Contradiction
347,150,A deer is jumping over a bad fence,A deer isn't jumping over the bad fence,bad,Both,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
348,150,A deer is jumping over a green fence,"A deer isn't jumping over the fence
",green,Premise,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
349,150,A deer is jumping over a fence,A deer isn't jumping over the green fence,green,Hypothesis,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Neutral,FE,Contradiction
350,150,A deer is jumping over a green fence,A deer isn't jumping over the green fence,green,Both,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
351,150,A deer is jumping over a happy fence,"A deer isn't jumping over the fence
",happy,Premise,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
352,150,A deer is jumping over a fence,A deer isn't jumping over the happy fence,happy,Hypothesis,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Neutral,FE,Contradiction
353,150,A deer is jumping over a happy fence,A deer isn't jumping over the happy fence,happy,Both,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
354,150,A deer is jumping over a an abnormal fence,"A deer isn't jumping over the fence
",an abnormal,Premise,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
355,150,A deer is jumping over a fence,A deer isn't jumping over the an abnormal fence,an abnormal,Hypothesis,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Neutral,FE,Contradiction
356,150,A deer is jumping over a an abnormal fence,A deer isn't jumping over the an abnormal fence,an abnormal,Both,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
357,150,A deer is jumping over a sad fence,"A deer isn't jumping over the fence
",sad,Premise,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
358,150,A deer is jumping over a fence,A deer is not jumping over the sad fence,sad,Hypothesis,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Neutral,FE,Contradiction
359,150,A deer is jumping over a sad fence,A deer is not jumping over the sad fence,sad,Both,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
362,150,A deer is jumping over no fence,A deer isn't jumping over no fence,no,Both,Object,Negation|Alternation,Negation,Negation,Contradiction,Contradiction,FE,Contradiction
363,150,A deer is jumping over some fence,"A deer isn't jumping over the fence
",some,Premise,Object,Negation|Alternation,Negation,Existential,Contradiction,Contradiction,FE,Contradiction
364,150,A deer is jumping over a fence,A deer isn't jumping over some fence,some,Hypothesis,Object,Negation|Alternation,Negation,Existential,Contradiction,Contradiction,FE,Contradiction
365,150,A deer is jumping over some fence,A deer isn't jumping over some fence,some,Both,Object,Negation|Alternation,Negation,Existential,Contradiction,Contradiction,FE,Contradiction
366,150,A deer is jumping over exactly one fence,"A deer isn't jumping over the fence
",exactly one,Premise,Object,Negation|Alternation,Negation,Existential,Contradiction,Contradiction,FE,Contradiction
367,150,A deer is jumping over a fence,A deer isn't jumping over exactly one fence,exactly one,Hypothesis,Object,Negation|Alternation,Negation,Existential,RE,RE,FE,Contradiction
368,150,A deer is jumping over exactly one fence,A deer isn't jumping over exactly one fence,exactly one,Both,Object,Negation|Alternation,Negation,Existential,Contradiction,Contradiction,FE,Contradiction
369,150,A deer is jumping over a an elegant fence,"A deer isn't jumping over the fence
",an elegant,Premise,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
370,150,A deer is jumping over a fence,A deer isn't jumping over the an elegant fence,an elegant,Hypothesis,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Neutral,FE,Contradiction
371,150,A deer is jumping over a an elegant fence,A deer isn't jumping over the an elegant fence,an elegant,Both,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
372,167,a boy is hitting a baseball,a child is hitting a baseball,NONE,NONE,NONE,FE,FE,No Modifiers,FE,FE,FE,FE
373,167,every boy is hitting a baseball,a child is hitting a baseball,every,Premise,Subject,FE,FE,Universal,FE,FE,FE,FE
374,167,a boy is hitting a baseball,every child is hitting a baseball,every,Hypothesis,Subject,RE,RE,Universal,Neutral,Neutral,FE,RE
375,167,every boy is hitting a baseball,every child is hitting a baseball,every,Both,Subject,RE,RE,Universal,FE,FE,FE,RE
376,167,some boy is hitting a baseball,a child is hitting a baseball,some,Premise,Subject,FE,FE,Existential,FE,FE,FE,FE
377,167,a boy is hitting a baseball,some child is hitting a baseball,some,Hypothesis,Subject,FE,FE,Existential,Neutral,FE,FE,FE
378,167,some boy is hitting a baseball,some child is hitting a baseball,some,Both,Subject,FE,FE,Existential,FE,FE,FE,FE
379,167,at least boy is hitting a baseball,a child is hitting a baseball,at least,Premise,Subject,FE,FE,Existential,FE,FE,FE,FE
380,167,a boy is hitting a baseball,at least a child is hitting a baseball,at least,Hypothesis,Subject,Neutral,Neutral,Existential,FE,FE,FE,Neutral
381,167,at least boy is hitting a baseball,at least a child is hitting a baseball,at least,Both,Subject,FE,FE,Existential,FE,FE,FE,FE
382,167,not every boy is hitting a baseball,a child is hitting a baseball,not every,Premise,Subject,Neutral,Neutral,Negation,FE,FE,FE,Neutral
383,167,a boy is hitting a baseball,not every child is hitting a baseball,not every,Hypothesis,Subject,Neutral,Neutral,Negation,Neutral,Neutral,FE,Neutral
384,167,not every boy is hitting a baseball,not every child is hitting a baseball,not every,Both,Subject,FE,FE,Negation,FE,FE,FE,FE
385,167,exactly one boy is hitting a baseball,a child is hitting a baseball,exactly one,Premise,Subject,FE,FE,Existential,FE,FE,FE,FE
386,167,a boy is hitting a baseball,exactly one child is hitting a baseball,exactly one,Hypothesis,Subject,Neutral,Neutral,Existential,FE,Neutral,FE,Neutral
387,167,exactly one boy is hitting a baseball,exactly one child is hitting a baseball,exactly one,Both,Subject,FE,FE,Existential,FE,FE,FE,FE
388,167,all but one boy is hitting a baseball,a child is hitting a baseball,all but one,Premise,Subject,Neutral,Neutral,Existential,FE,FE,FE,Neutral
389,167,a boy is hitting a baseball,all but one child is hitting a baseball,all but one,Hypothesis,Subject,Neutral,Neutral,Existential,Contradiction,Contradiction,FE,Neutral
390,167,all but one boy is hitting a baseball,all but one child is hitting a baseball,all but one,Both,Subject,Neutral,Neutral,Existential,FE,FE,FE,Neutral
391,167,every boy is hitting a baseball,a child is hitting a baseball,every,Premise,Subject,FE,FE,Universal,FE,FE,FE,FE
392,167,a boy is hitting a baseball,every child is hitting a baseball,every,Hypothesis,Subject,Neutral,Neutral,Universal,Neutral,Neutral,FE,Neutral
393,167,every boy is hitting a baseball,every child is hitting a baseball,every,Both,Subject,RE,RE,Universal,FE,FE,FE,RE
394,167,no boy is hitting a baseball,a child is hitting a baseball,no,Premise,Subject,Neutral,Neutral,Negation,FE,Contradiction,FE,Neutral
395,167,a boy is hitting a baseball,no child is hitting a baseball,no,Hypothesis,Subject,Negation,Negation,Negation,Contradiction,Contradiction,FE,Contradiction
396,167,no boy is hitting a baseball,no child is hitting a baseball,no,Both,Subject,RE,RE,Negation,FE,FE,FE,RE
397,167,green boy is hitting a baseball,a child is hitting a baseball,green,Premise,Subject,FE,FE,Adjectives/Adverbs,FE,FE,FE,FE
398,167,a boy is hitting a baseball,green child is hitting a baseball,green,Hypothesis,Subject,Neutral,Neutral,Adjectives/Adverbs,Neutral,Neutral,FE,Neutral
399,167,green boy is hitting a baseball,green child is hitting a baseball,green,Both,Subject,FE,FE,Adjectives/Adverbs,FE,FE,FE,FE
400,167,happy boy is hitting a baseball,a child is hitting a baseball,happy,Premise,Subject,FE,FE,Adjectives/Adverbs,FE,FE,FE,FE
401,167,a boy is hitting a baseball,happy child is hitting a baseball,happy,Hypothesis,Subject,Neutral,Neutral,Adjectives/Adverbs,Neutral,Neutral,FE,Neutral
402,167,happy boy is hitting a baseball,happy child is hitting a baseball,happy,Both,Subject,FE,FE,Adjectives/Adverbs,FE,FE,FE,FE
403,167,sad boy is hitting a baseball,a child is hitting a baseball,sad,Premise,Subject,FE,FE,Adjectives/Adverbs,FE,FE,FE,FE
404,167,a boy is hitting a baseball,sad child is hitting a baseball,sad,Hypothesis,Subject,Neutral,Neutral,Adjectives/Adverbs,Neutral,Neutral,FE,Neutral
405,167,sad boy is hitting a baseball,sad child is hitting a baseball,sad,Both,Subject,FE,FE,Adjectives/Adverbs,FE,FE,FE,FE
406,167,good boy is hitting a baseball,a child is hitting a baseball,good,Premise,Subject,FE,FE,Adjectives/Adverbs,FE,FE,FE,FE
407,167,a boy is hitting a baseball,good child is hitting a baseball,good,Hypothesis,Subject,Neutral,Neutral,Adjectives/Adverbs,Neutral,Neutral,FE,Neutral
408,167,good boy is hitting a baseball,good child is hitting a baseball,good,Both,Subject,FE,FE,Adjectives/Adverbs,FE,FE,FE,FE
409,167,bad boy is hitting a baseball,a child is hitting a baseball,bad,Premise,Subject,FE,FE,Adjectives/Adverbs,FE,FE,FE,FE
410,167,a boy is hitting a baseball,bad child is hitting a baseball,bad,Hypothesis,Subject,Neutral,Neutral,Adjectives/Adverbs,Neutral,Neutral,FE,Neutral
411,167,bad boy is hitting a baseball,bad child is hitting a baseball,bad,Both,Subject,FE,FE,Adjectives/Adverbs,FE,FE,FE,FE
413,167,a boy is not hitting a baseball,a child is hitting a baseball,not,Premise,Verb,Neutral,Neutral,Negation,Contradiction,Contradiction,FE,Neutral
414,167,a boy is hitting a baseball,a child is not hitting a baseball,not,Hypothesis,Verb,Neutral,Neutral,Negation,Contradiction,Contradiction,FE,Neutral
415,167,a boy is not hitting a baseball,a child is not hitting a baseball,not,Both,Verb,FE,FE,Negation,FE,FE,FE,FE
416,167,a boy is abnormally hitting a baseball,a child is hitting a baseball,abnormally,Premise,Verb,FE,FE,Adjectives/Adverbs,FE,FE,FE,FE
417,167,a boy is hitting a baseball,a child is abnormally hitting a baseball,abnormally,Hypothesis,Verb,Neutral,Neutral,Adjectives/Adverbs,FE,Neutral,FE,Neutral
418,167,a boy is abnormally hitting a baseball,a child is abnormally hitting a baseball,abnormally,Both,Verb,FE,FE,Adjectives/Adverbs,FE,FE,FE,FE
419,167,a boy is elegantly hitting a baseball,a child is hitting a baseball,elegantly,Premise,Verb,FE,FE,Adjectives/Adverbs,FE,FE,FE,FE
420,167,a boy is hitting a baseball,a child is elegantly hitting a baseball,elegantly,Hypothesis,Verb,Neutral,Neutral,Adjectives/Adverbs,Neutral,Neutral,FE,Neutral
421,167,a boy is elegantly hitting a baseball,a child is elegantly hitting a baseball,elegantly,Both,Verb,FE,FE,Adjectives/Adverbs,FE,FE,FE,FE
422,167,a boy is always hitting a baseball,a child is hitting a baseball,always,Premise,Verb,FE,FE,Universal,FE,FE,FE,FE
423,167,a boy is hitting a baseball,a child is always hitting a baseball,always,Hypothesis,Verb,Neutral,Neutral,Universal,Neutral,Neutral,FE,Neutral
424,167,a boy is always hitting a baseball,a child is always hitting a baseball,always,Both,Verb,FE,FE,Universal,FE,FE,FE,FE
425,167,a boy is never hitting a baseball,a child is hitting a baseball,never,Premise,Verb,Alternation,Alternation,Universal,Contradiction,Contradiction,FE,Contradiction
426,167,a boy is hitting a baseball,a child is never hitting a baseball,never,Hypothesis,Verb,Negation,Negation,Universal,Contradiction,Contradiction,FE,Contradiction
427,167,a boy is never hitting a baseball,a child is never hitting a baseball,never,Both,Verb,FE,FE,Universal,FE,FE,FE,FE
429,167,A boy is hitting a good baseball,"A child is hitting a baseball
",good,Premise,Object,FE,FE,Adjectives/Adverbs,FE,FE,FE,FE
430,167,A boy is hitting a baseball,A child is hitting a good baseball,good,Hypothesis,Object,Neutral,Neutral,Adjectives/Adverbs,Neutral,Neutral,FE,Neutral
431,167,A boy is hitting a good baseball,A child is hitting a good baseball,good,Both,Object,FE,FE,Adjectives/Adverbs,FE,FE,FE,FE
432,167,A boy is hitting all but one baseball,"A child is hitting a baseball
",all but one,Premise,Object,FE,FE,Existential,FE,FE,FE,FE
433,167,A boy is hitting a baseball,A child is hitting all but one baseball,all but one,Hypothesis,Object,Neutral,Neutral,Existential,Neutral,Neutral,FE,Neutral
434,167,A boy is hitting all but one baseball,A child is hitting all but one baseball,all but one,Both,Object,FE,FE,Existential,FE,FE,FE,FE
435,167,A boy is hitting every baseball,"A child is hitting a baseball
",every,Premise,Object,FE,FE,Universal,FE,FE,FE,FE
436,167,A boy is hitting a baseball,A child is hitting every baseball,every,Hypothesis,Object,Neutral,Neutral,Universal,Neutral,Neutral,FE,Neutral
437,167,A boy is hitting every baseball,A child is hitting every baseball,every,Both,Object,FE,FE,Universal,FE,FE,FE,FE
438,167,A boy is hitting a bad baseball,"A child is hitting a baseball
",bad,Premise,Object,FE,FE,Adjectives/Adverbs,FE,FE,FE,FE
439,167,A boy is hitting a baseball,A child is hitting a bad baseball,bad,Hypothesis,Object,Neutral,Neutral,Adjectives/Adverbs,Neutral,Neutral,FE,Neutral
440,167,A boy is hitting a bad baseball,A child is hitting a bad baseball,bad,Both,Object,FE,FE,Adjectives/Adverbs,FE,FE,FE,FE
441,167,A boy is hitting a green baseball,"A child is hitting a baseball
",green,Premise,Object,FE,FE,Adjectives/Adverbs,FE,FE,FE,FE
442,167,A boy is hitting a baseball,A child is hitting a green baseball,green,Hypothesis,Object,Neutral,Neutral,Adjectives/Adverbs,Neutral,Neutral,FE,Neutral
443,167,A boy is hitting a green baseball,A child is hitting a green baseball,green,Both,Object,FE,FE,Adjectives/Adverbs,FE,FE,FE,FE
444,167,A boy is hitting a happy baseball,"A child is hitting a baseball
",happy,Premise,Object,FE,FE,Adjectives/Adverbs,FE,FE,FE,FE
445,167,A boy is hitting a baseball,A child is hitting a happy baseball,happy,Hypothesis,Object,Neutral,Neutral,Adjectives/Adverbs,Neutral,Neutral,FE,Neutral
446,167,A boy is hitting a happy baseball,A child is hitting a happy baseball,happy,Both,Object,FE,FE,Adjectives/Adverbs,FE,FE,FE,FE
447,167,A boy is hitting a an abnormal baseball,"A child is hitting a baseball
",an abnormal,Premise,Object,FE,FE,Adjectives/Adverbs,FE,FE,FE,FE
448,167,A boy is hitting a baseball,A child is hitting a an abnormal baseball,an abnormal,Hypothesis,Object,Neutral,Neutral,Adjectives/Adverbs,Neutral,Neutral,FE,Neutral
449,167,A boy is hitting a an abnormal baseball,A child is hitting a an abnormal baseball,an abnormal,Both,Object,FE,FE,Adjectives/Adverbs,FE,FE,FE,FE
450,167,A boy is hitting a sad baseball,"A child is hitting a baseball
",sad,Premise,Object,FE,FE,Adjectives/Adverbs,FE,FE,FE,FE
451,167,A boy is hitting a baseball,A child is hitting a sad baseball,sad,Hypothesis,Object,Neutral,Neutral,Adjectives/Adverbs,Neutral,Neutral,FE,Neutral
452,167,A boy is hitting a sad baseball,A child is hitting a sad baseball,sad,Both,Object,FE,FE,Adjectives/Adverbs,FE,FE,FE,FE
453,167,A boy is hitting no baseball,"A child is hitting a baseball
",no,Premise,Object,Alternation,Alternation,Negation,FE,Contradiction,FE,Contradiction
454,167,A boy is hitting a baseball,A child is hitting no baseball,no,Hypothesis,Object,Alternation,Alternation,Negation,Contradiction,Contradiction,FE,Contradiction
455,167,A boy is hitting no baseball,A child is hitting no baseball,no,Both,Object,FE,FE,Negation,FE,FE,FE,FE
456,167,A boy is hitting some baseball,"A child is hitting a baseball
",some,Premise,Object,FE,FE,Existential,FE,FE,FE,FE
457,167,A boy is hitting a baseball,A child is hitting some baseball,some,Hypothesis,Object,FE,FE,Existential,FE,FE,FE,FE
458,167,A boy is hitting some baseball,A child is hitting some baseball,some,Both,Object,FE,FE,Existential,FE,FE,FE,FE
459,167,A boy is hitting exactly one baseball,"A child is hitting a baseball
",exactly one,Premise,Object,FE,FE,Existential,FE,FE,FE,FE
460,167,A boy is hitting a baseball,A child is hitting exactly one baseball,exactly one,Hypothesis,Object,Neutral,Neutral,Existential,Neutral,Neutral,FE,Neutral
461,167,A boy is hitting exactly one baseball,A child is hitting exactly one baseball,exactly one,Both,Object,FE,FE,Existential,FE,FE,FE,FE
462,167,A boy is hitting a an elegant baseball,"A child is hitting a baseball
",an elegant,Premise,Object,FE,FE,Adjectives/Adverbs,FE,FE,FE,FE
463,167,A boy is hitting a baseball,A child is hitting a an elegant baseball,an elegant,Hypothesis,Object,Neutral,Neutral,Adjectives/Adverbs,Neutral,Neutral,FE,Neutral
464,167,A boy is hitting a an elegant baseball,A child is hitting a an elegant baseball,an elegant,Both,Object,FE,FE,Adjectives/Adverbs,FE,FE,FE,FE
465,168,a child is hitting a baseball,a child is missing a baseball,NONE,NONE,NONE,Negation|Alternation,Negation,No Modifiers,Contradiction,Neutral,FE,Contradiction
466,168,every child is hitting a baseball,a child is missing a baseball,every,Premise,Subject,Negation,Negation,Universal,Contradiction,Contradiction,FE,Contradiction
467,168,a child is hitting a baseball,every child is missing a baseball,every,Hypothesis,Subject,Negation,Negation,Universal,Contradiction,Contradiction,FE,Contradiction
468,168,every child is hitting a baseball,every child is missing a baseball,every,Both,Subject,Negation,Negation,Universal,Contradiction,Contradiction,FE,Contradiction
469,168,some child is hitting a baseball,a child is missing a baseball,some,Premise,Subject,Negation|Alternation,Negation,Existential,Contradiction,Neutral,FE,Contradiction
470,168,a child is hitting a baseball,some child is missing a baseball,some,Hypothesis,Subject,Negation|Alternation,Negation,Existential,Contradiction,Neutral,FE,Contradiction
471,168,some child is hitting a baseball,some child is missing a baseball,some,Both,Subject,Negation|Alternation,Negation,Existential,Contradiction,Neutral,FE,Contradiction
472,168,at least child is hitting a baseball,a child is missing a baseball,at least,Premise,Subject,Negation|Alternation,Negation,Existential,Contradiction,Contradiction,FE,Contradiction
473,168,a child is hitting a baseball,at least child is missing a baseball,at least,Hypothesis,Subject,Negation|Alternation,Negation,Existential,Contradiction,Neutral,FE,Contradiction
474,168,at least child is hitting a baseball,at least child is missing a baseball,at least,Both,Subject,Negation|Alternation,Negation,Existential,Contradiction,Contradiction,FE,Contradiction
