783	tadpole changes into a frog . most tadpoles primarily eat algae	Earlier in their lives many amphibians ate meat	Earlier in their lives many amphibians ate flies	Earlier in their lives many amphibians ate beetles	Earlier in their lives many amphibians ate algae	3
1217	fossil fuels are a nonrenewable resource . dwindling implies running out of	Fossil fuels are a renewable resource	Fossil fuels have an unending supply	Fossil fuels can last for eons in the future	Fossil fuels are a dwindling commodity	3
8-439	if liquid is boiling then that liquid is hot . Warm liquid helps sooth the throat and esophagus	Consuming a hot liquid can Remove years of rust on a knife	Consuming a hot liquid can sooth a pained esophagus	Consuming a hot liquid can Cleanse the soul for God	Consuming a hot liquid can Cure blindness in a child	1
9-887	offspring receive genes from their parents through DNA . My father gave me the same color eyes.	My dad gave me my head windows	My dad gave me a building	My dad gave me air	My dad gave me the sun	0
9-842	snow falls during the winter in the arctic environment . Snow fall takes place in many areas, but Arctic in particular	Snowfall takes place during the winter in Arctic.	Snowfall takes place during the winter in Atlantic.	Snowfall takes place during the winter in Rain forest.	Snowfall takes place during the winter in Tropics.	0
121	snow falls during the winter in some environments . San Bernardino does not get snow in the winter	San Bernardino does not get snow in the winter.	Sault St. Marie does not get snow in the winter.	St. Paul does not get snow in the winter.	St. Louis does not get snow in the winter.	0
9-423	if some nutrients are in the soil then those nutrients are in the food chain . nutrients in soil can collect in vegetation, a part of the food chain	There are nutrients in dirt, like magnesium, and those nutrients may be poisoned	There are nutrients in dirt, like magnesium, and those nutrients may be collected into vegetation	There are nutrients in dirt, like magnesium, and those nutrients may be set on fire	There are nutrients in dirt, like magnesium, and those nutrients may be taught to read	1
7-763	sending electricity through a conductor causes electric current to flow through that conductor . swords conduct electricity.	If you plug this into an outlet, current will flow through it sword tip	If you plug this into an outlet, current will flow through it rubber	If you plug this into an outlet, current will flow through it plastic	If you plug this into an outlet, current will flow through it air.	0
8-87	the moon orbits the Earth . Everything on the moon is seen in reverse order	If you viewed an eclipse from the moon You would transport to another dimension	If you viewed an eclipse from the moon It would change time	If you viewed an eclipse from the moon You would be thrown off the moon	If you viewed an eclipse from the moon it would go in reverse	3
8-323	inventing a tool allows that tool to be used . utility is the use of something	In order for utility of a tool to occur, it needs to be cleaned has to happen first.	In order for utility of a tool to occur, none of cleansing, baptization and invention has to happen first.	In order for utility of a tool to occur, it needs to be baptized has to happen first.	In order for utility of a tool to occur, it needs to be invented has to happen first.	3
888	hawks eat lizards . predators eat other animals	A bird eating a lizard is an example of symbiotic relationship	A bird eating a lizard is an example of producer relationship.	A bird eating a lizard is an example of parasitic relationship.	A bird eating a lizard is an example of predatory relationship.	3
1365	a tree growing a tree-growth ring occurs once per year . one ring each year means one year old	Trees grow growth-rings one time each year; so a tree with nine rings is nine years old is correct.	Trees grow growth-rings one time each year; so a tree with six rings is seven years old is correct.	Trees grow growth-rings one time each year; so a tree with eight rings is five years old is correct.	Trees grow growth-rings one time each year; so telling how old a tree is is impossible based on rings is correct.	0
1646	living things require water for survival . H2O is the chemical compound for water	To survive living things need money	To survive living things need Pu	To survive living things need H2O	To survive living things need hunting skills	2
773	crop rotation is when different crops are planted on a field in different years . bell peppers and hot peppers are related crops	planting tomatoes one year and alfalfa the next cannot be an example of crop rotation.	planting zucchini one year and beans the next cannot be an example of crop rotation.	planting bell peppers one year and hot peppers the next cannot be an example of crop rotation.	planting corn one year and lelttuce the next cannot be an example of crop rotation.	2
9-1176	the tide cycle regularly occurs twice per day . good surf requires high tides	of one misses the surf tide in the morning, will they get another chance they have zero chance	of one misses the surf tide in the morning, will they get another chance they are still in luck	of one misses the surf tide in the morning, will they get another chance it is too late	of one misses the surf tide in the morning, will they get another chance all of these	1
9-613	as force exerted on an object increases , distance travelled will increase . distance is measured in length	if you push something harder, it will increase in length	if you push something harder, it will travel less distance	if you push something harder, it will cover more length	if you push something harder, it will remain in place	2
9-927	the color of an object can be discovered by looking at that object . proximity enables accurate vision	A student gazing upon a board marker can accurately determine the color of the board marker.	A student in the toilet can accurately determine the color of the board marker.	A student sitting at home can accurately determine the color of the board marker.	A student at the playground can accurately determine the color of the board marker.	0
9-1041	sweat is used for adjusting to hot temperatures by some animals . perspiration is another word for sweating	Some animals use perspiration to adapt to hot temperatures.	Some animals use eating to adapt to hot temperatures.	Some animals use fire to adapt to hot temperatures.	Some animals use blankets to adapt to hot temperatures.	0
567	An example of combining two substances is pouring one substance into the other substance . eggs and cake batter are different substances	adding H2O to water is an example of combining	pouring NaCl into salt is an example of combining	adding carbon dioxide to CO2 is an example of combining	blending eggs into cake batter is an example of combining	3
297	pushing on the pedals of a bike cause that bike to move . force is what the pushing to cause movement is called	Pushing on a pedal is an example of force	Pushing on a pedal is an example of patching	Pushing on a pedal is an example of practice	Pushing on a pedal is an example of speed	0
9-131	electrical conduction is when metals conduct electricity through metal . Steel wool is made of metal	Electrical conduction would be when a voltage flows through a central nervous system	Electrical conduction would be when a voltage flows through a long tree branch	Electrical conduction would be when a voltage flows through a piece of steel wool	Electrical conduction would be when a voltage flows through a body of water	2
323	as the amount that matter vibrates increases , sound produced increases . a harpsichord is an instrument that makes sound through vibrating strings	a paper airplane shows the effect of vibration on matter.	a harpsicord shows the effect of vibration on matter.	a pillow shows the effect of vibration on matter.	box of candy shows the effect of vibration on matter.	1
7-245	breaking down an object changes that object 's shape and mass . alter is to change	an object's shape and mass is turns to water when it is broken down	an object's shape and mass is broken when it is broken down	an object's shape and mass is altered when it is broken down	an object's shape and mass stays the same when it is broken down	2
9-976	most chloroplasts are found in the leaves of a plant . chloroplasts are specialized compartments in plant cells	Leaves are the part of a plant with the most a type of root	Leaves are the part of a plant with the most a type of bud	Leaves are the part of a plant with the most a type of bacteria	Leaves are the part of a plant with the most a type of specialized compartment	3
105	a desert environment usually has a lot of sunlight . The Sahara is a desert environment	northern Canada gets the most sunlight.	northern Russia gets the most sunlight.	Brazilian rainforest gets the most sunlight.	Sahara gets the most sunlight.	3
7-94	food is a source of energy for animals . calories are energy in food	When animals need to recharge, they are unable to use electricity, and therefore take naps	When animals need to recharge, they are unable to use electricity, and therefore rely on fat	When animals need to recharge, they are unable to use electricity, and therefore use fuel sources	When animals need to recharge, they are unable to use electricity, and therefore rely on calories	3
1989	wiring requires an electrical conductor . steel is an electrical conductor	a light switch turning on lights because of steel inside the wiring is an example of wiring requiring an electrical conductor.	a toasting failing because it used aluminium is an example of wiring requiring an electrical conductor.	a lightbulb burning out because of a faulty connection is an example of wiring requiring an electrical conductor.	a power outage because of an electrical storm is an example of wiring requiring an electrical conductor.	0
7-1023	as temperature increases , the ability of that liquid to dissolve solids will increase . coconut oil goes from solid to liquid in heat	Leaving coconut oil out on a counter, as the day grows hotter, changes from solid to wet happens to the oil.	Leaving coconut oil out on a counter, as the day grows hotter, it hardens up a lot happens to the oil.	Leaving coconut oil out on a counter, as the day grows hotter, it begins to rot happens to the oil.	Leaving coconut oil out on a counter, as the day grows hotter, it needs to be refrigerated happens to the oil.	0
9-780	as state of matter changes , mass will not change . Water is a form of matter, freezing is a change of state	When a water balloon is frozen, it will contain a much less amount of water	When a water balloon is frozen, it will contain a whole bunch of frozen ice-cream	When a water balloon is frozen, it will contain the same amount of water	When a water balloon is frozen, it will contain a greater amount of water	2
9-291	some birds live in forests . birds lay eggs	You might find eggs in forest.	You might find eggs in space.	You might find eggs in lava.	You might find eggs in ocean.	0
100	humans cause pollution . businesses pollute often and are run by humans	it developed on its own is more likely to have caused pollution in the air.	a hurricane is more likely to have caused pollution in the air.	an action by a business is more likely to have caused pollution in the air.	a flock of birds is more likely to have caused pollution in the air.	2
9-850	a desert environment usually has a lot of sunlight . lots of sunlight can cause sunburns	A sunburn is most likely to happen after hiking in a desert	A sunburn is most likely to happen after hiking in a forest	A sunburn is most likely to happen after hiking in a wetland	A sunburn is most likely to happen after hiking in a jungle	0
9-761	a lever is used for moving heavy objects . a hefty object is heavy	A lever is used to move objects that are hefty	A lever is used to move objects that are light	A lever is used to move objects that are short	A lever is used to move objects that are round	0
8-113	the colors of the parts of an organism are inherited characteristics . hair can be colored	A boy might have brown hair due to inheritance	A boy might have brown hair due to luck	A boy might have brown hair due to magic	A boy might have brown hair due to fire	0
7-229	a plant requires a specific climate to grow and survive . different areas have different climates	A specific plant is found in some areas	A specific plant is found in outer space	A specific plant is found nowhere	A specific plant is found in all areas	0
9-425	as the size of a flower increases , the number of pollinators it will attract increases . girth is general width and size of flower	Girth in a flower makes it smell better.	Girth in a flower makes it more beautiful.	Girth in a flower decreases the stigma size.	Girth in a flower increases the pollenator amount.	3
9-127	wood is an electrical energy insulator . mahogany is wood	If a bad wiring affected a living room floor, the mahogany desk would be safest to climb.	If a bad wiring affected a living room floor, the metal chair would be safest to climb.	If a bad wiring affected a living room floor, the steel lamp would be safest to climb.	If a bad wiring affected a living room floor, the ceramic floor would be safest to climb.	0
1509	crop rotation renews soil . crop rotation is changing which crops are planted from season to season	planting rows of carrots and peas next to one another is an example of the fact that crop rotation renews the soil.	planting peas one season then carrots the next is an example of the fact that crop rotation renews the soil.	planting a field of corn with different types in it is an example of the fact that crop rotation renews the soil.	tilling the soil in between crops is an example of the fact that crop rotation renews the soil.	1
1159	eye color is an inherited characteristic . inherited characteristics don't change	When the old man was much younger, he still had brown eyes	When the old man was much younger, he still had baldness	When the old man was much younger, he still had gray hair	When the old man was much younger, he still had wrinkled skin	0
9-639	the Appalachians were formed by rock folding . rocks piling up creates mountains	The Appalachians reach amazing heights because of how stone blew up	The Appalachians reach amazing heights because of how stone piles together	The Appalachians reach amazing heights because of how stone melted lava	The Appalachians reach amazing heights because of how stone created anchors	1
8-248	an animal knows how to do instinctive behaviors when it is born . instinctive behaviors are usually essential	An animal can do some essential things without being taught or ever seeing it done we are unaware	An animal can do some essential things without being taught or ever seeing it done that is negative	An animal can do some essential things without being taught or ever seeing it done that is affirmative	An animal can do some essential things without being taught or ever seeing it done all of these	2
9-314	fat is used to keep animals warm . blubber keeps the body temperature up	A bear's blubber enables him to keep his body cozy	A bear's blubber enables him to eat more	A bear's blubber is useless and a burden to his health	A bear's blubber makes it more difficult for the bear to function	0
9-781	dry wood easily burns . wood will dry if left in the sun	wet log would burn more quickly.	green leaves would burn more quickly.	soggy tree trunk would burn more quickly.	sun dried branches would burn more quickly.	3
9-1148	acid rain has a negative impact on water quality . Your car can be damaged by acid rain.	If it starts raining acid rain you should Go for a quick run	If it starts raining acid rain you should Move the car to the garage	If it starts raining acid rain you should Go dancing in the rain	If it starts raining acid rain you should Go for a bike ride	1
9-129	as the amount of water received by a plant increases , that plant will usually grow . a plant that has grown more is taller	An indian hawthorn that has received more water will usually be taller	An indian hawthorn that has received more water will usually be older	An indian hawthorn that has received more water will usually be less healthy	An indian hawthorn that has received more water will usually be colder	0
1575	grey clouds are a source of precipitation . precipitation is falling liquids	Grey clouds are a source of hot weather	Grey clouds are a source of electrical currents	Grey clouds are a source of falling liquids	Grey clouds are a source of vitamin D	2
7-1136	reproduction is when an organism passes genetic information from itself to its offspring . nose shape is determined by genetics.	traits of  nose could be pass along using reproduction and genetic material.	traits of  thoughts could be pass along using reproduction and genetic material.	traits of  money could be pass along using reproduction and genetic material.	traits of  habits. could be pass along using reproduction and genetic material.	0
7-733	some lizards live in desert habitats . deserts lack moisture	Some lizards can live in environments lacking oxygen	Some lizards can live in moisture deficient environments	Some lizards can live in zero gravity environments	Some lizards can live in food barren environments	1
571	rocks are a source of shelter for small animals in an environment . andesite is a kind of rock	andesite are sources of shelter for small animals.	wind are sources of shelter for small animals.	sun are sources of shelter for small animals.	air are sources of shelter for small animals.	0
7-751	something reusable can be used more than once . steel is reusable	An example of a reusable product is a plastic cup	An example of a reusable product is a soda can	An example of a reusable product is a steel cup	An example of a reusable product is a trash bag	2
7-722	as the mass of an object increases , the force required to push that object will increase . might is great strength	Moving heavy objects requires more might	Moving heavy objects requires little strength	Moving heavy objects should be easy	Moving heavy objects should be avoided	0
9-959	measuring the hardness of minerals requires scratching those materials . Graphite is soft enough to be scratched by a fingernail	A fingernail is harder than Copper.	A fingernail is harder than Graphite.	A fingernail is harder than Calcite.	A fingernail is harder than Quartz.	1
9-901	cycles of day and night occur once per day . back and forth is daily cycle	The back and forth on daily routine in the sky happens one time during the single rotation.	The back and forth on daily routine in the sky happens one cycle of the sun.	The back and forth on daily routine in the sky happens during the winter solstice.	The back and forth on daily routine in the sky happens springtime when the moon is at apex.	0
1389	if an organism becomes too hot then that organism may die . worms dry up and die in the heat	a dog panting under the hot sun is an example of if an organism becomes too hot then that organism may die.	a bear shedding fur to cool off is an example of if an organism becomes too hot then that organism may die.	an earthworm drying up on a sidewalk is an example of if an organism becomes too hot then that organism may die.	a bird stopping to rest after a long flight is an example of if an organism becomes too hot then that organism may die.	2
8-172	water is a renewable resource . cyclical means having a cycle, such as water has a cycle	Water, while a finite resource, is renewable because water is good to drink	Water, while a finite resource, is renewable because water is hard to dry up	Water, while a finite resource, is renewable because water is quite cyclical	Water, while a finite resource, is renewable because water is found in trees	2
8-80	decomposition is when a decomposer breaks down dead organisms . Flowers decompose when pulled from the ground.	Flowers start die when They are pulled from the ground	Flowers start die when They are sung too	Flowers start die when They are given water	Flowers start die when They have lots of sunlight	0
8-96	as the amount that matter vibrates increases , sound produced increases . proportionality can be direct or inverse	the values of matter vibration and sound given off  have inverse proportionality.	the values of matter vibration and sound given off  have direct proportionality.	the values of matter vibration and sound given off are unrelated.	the values of matter vibration and sound given off is neither of direct proportionality, inverse proportionality or are unrelated.	1
1537	the mantle is a layer of the Earth . the earth only has four layers	The mantle is a layer of the Earth; crust is something other than a layer.	The mantle is a layer of the Earth; inner core is something other than a layer.	The mantle is a layer of the Earth; outer core is something other than a layer.	The mantle is a layer of the Earth; lava pit is something other than a layer.	3
9-345	the sun rising and setting causes cycles of day and night . the earth is a human planet	the moon is larger then the human planet and causes cycles of day and night.	sun is larger then the human planet and causes cycles of day and night.	ocean and is larger then the human planet and causes cycles of day and night.	mars is larger then the human planet and causes cycles of day and night.	1
7-1064	ferrous metals contain iron . Fe is iron	High carbon steel contains nickel	High carbon steel contains ammonia	High carbon steel contains Na	High carbon steel contains Fe	3
9-172	a berry contains seeds . Berries are good for your brain.	Berries should be ate when they are green	Berries keep your brain clean	Berries Are only available in Canada	Berries Are all very poisonous	1
9-202	evaporation is a stage in the water cycle process . a lake evaporates to form a cloud	Breaking ice up into pieces. following would be part of the water cycle.	Filling a swimming pool following would be part of the water cycle.	A lake forming a cloud following would be part of the water cycle.	Irrigating a corn crop following would be part of the water cycle.	2
287	if two animals eat the same prey then those animals compete for that pey . wolves and bears both eat the same prey, salmon	wolves and bears eating salmon is an example of animal competition.	a shark and marlin swimming fast is an example of animal competition.	gazelles and zebras living on the plains is an example of animal competition.	an oxpecker helping a rhino is an example of animal competition.	0
9-649	incomplete metamorphosis is when an insect reaches the adult stage without being a pupa . only mammals are born live	all insects do not have to undergo every stage of change before becoming full grown as all of the reasons that insects are born live, pupa stage is sometimes skipped and is required	all insects do not have to undergo every stage of change before becoming full grown as insects are born live	all insects do not have to undergo every stage of change before becoming full grown as pupa stage is sometimes skipped	all insects do not have to undergo every stage of change before becoming full grown as pupa stage is required	2
9-293	when an electrical circuit is working properly , electrical current runs through the wires in that circuit . Dimming light bulbs are an example of an electrical circuit.	An example of a circuit would be Rock climbing	An example of a circuit would be running a mile	An example of a circuit would be dimming a bulb	An example of a circuit would be swimming a lap	2
1336	a force acting on an object in the opposite direction that the object is moving can cause that object 's speed to decrease in a forward motion . wind uses force to blow	seven bees are flying north while a car is driving west would be an example of a force acting on an object in the opposite direction that the object is moving, which would cause the object's speed to decrease in a forward motion.	a car is driving west with a person pushing it west would be an example of a force acting on an object in the opposite direction that the object is moving, which would cause the object's speed to decrease in a forward motion.	a car is driving east but the sun is rising in the east would be an example of a force acting on an object in the opposite direction that the object is moving, which would cause the object's speed to decrease in a forward motion.	a car is driving north with strong winds blowing south would be an example of a force acting on an object in the opposite direction that the object is moving, which would cause the object's speed to decrease in a forward motion.	3
7-632	condensing causes a liquid to form . liquid is wet	When something is condensed it is made into a wetter form	When something is condensed it is a liquid lake	When something is condensed it becomes molten liquid	When something is condensed it is damp inside	0
7-389	natural gas is a nonrenewable resource . nonrenewable resources cannot be replenished	The supply of natural gas is renewable thru more mining	The supply of natural gas depletes without replenishment with every use	The supply of natural gas comes from synthetic creation	The supply of natural gas should be used as much as possible	1
241	carnivores only eat animals . Steak is from an animal	Chicken might eat a steak.	Lion might eat a steak.	Cow might eat a steak.	Buffalo might eat a steak.	1
9-74	animals usually distance themselves from humans . eluding is avoiding	A good reason for humans to feel little fear for wild wolves is that wolves are human	A good reason for humans to feel little fear for wild wolves is that wolves elude humanity	A good reason for humans to feel little fear for wild wolves is that wolves eat corn	A good reason for humans to feel little fear for wild wolves is that wolves are domesticated	1
9-914	a riverbank is made of soil . plants need soil for nutrients	the ceramic tile in a kitchen would most likely sustain a growing plant.	a water body front would most likely sustain a growing plant.	the top of a mountain would most likely sustain a growing plant.	the bottom of a clay pit would most likely sustain a growing plant.	1
9-507	decomposition is when a decomposer breaks down dead organisms . a lifeless life form is a dead organism	lifeless life forms is decomposed in decomposition.	living creatures is decomposed in decomposition.	metals is decomposed in decomposition.	plastics is decomposed in decomposition.	0
1784	sharp beaks are a kind of adaptation for catching prey . hummingbirds have sharp beaks	The shape of a hummingbird's beak is an adaptation for getting to hard to reach wood	The shape of a hummingbird's beak is an adaptation for getting to hard to reach females	The shape of a hummingbird's beak is an adaptation for getting to hard to reach rocks	The shape of a hummingbird's beak is an adaptation for getting to hard to reach nutrients	3
9-1109	predators eat other animals . a creature that eats flesh is a predator	herbivores eat other animals.	bacteria eat other animals.	flesh eaters eat other animals.	giraffes eat other animals.	2
9-588	most animals avoid bad odors . discarded diapers would smell bad	A lot of animals would avoid piles of discarded diapers	A lot of animals would avoid freshly off the grill steak	A lot of animals would avoid flowers that have just bloomed	A lot of animals would avoid pools of clear, clean water	0
9-568	ferrous metals contain iron . Vehicle scraps contain ferrous metals.	You can find ferrous metals in Grass	You can find ferrous metals in Vehicle scraps	You can find ferrous metals in Wood	You can find ferrous metals in Glass	1
1927	as energy required for an activity increases , pulse will increase . gyms are visited to exercise in	After exiting the gym, the man's heart rate was most likely higher	After exiting the gym, the man's heart rate was most likely lower	After exiting the gym, the man's heart rate was most likely normal	After exiting the gym, the man's heart rate was most likely fluctuating	0
1589	a human can pedal a bicycle . humans have thumbs	Peddling a bicycle can be accomplished by dolphins	Peddling a bicycle can be accomplished by dogs	Peddling a bicycle can be accomplished by possessors of thumbs	Peddling a bicycle can be accomplished by emus	2
9-495	magnetic attraction pulls two objects together . magnetism can happen without human action	If two things seemingly come closer together without a person interfering, it is likely the objects are possessed.	If two things seemingly come closer together without a person interfering, it is likely the objects could have magnetic properties.	If two things seemingly come closer together without a person interfering, it is likely the sun is rising.	If two things seemingly come closer together without a person interfering, it is likely all of objects are possessed, could have magnetic properties and sun is rising.	1
7-350	the color of an object can be discovered by looking at that object . noticing is done by looking	If a bird is green, another bird can realize that by noticing it	If a bird is green, another bird can realize that by visiting it	If a bird is green, another bird can realize that by touching it	If a bird is green, another bird can realize that by killing it	0
9-536	sound can be used for communication by animals . creatures are animals	Sound can be used for communication by creatures	Sound can be used for communication by plants	Sound can be used for communication by water	Sound can be used for communication by planets	0
8-357	a cavern is formed by carbonic acid in groundwater seeping through rock and dissolving limestone . a cavern is an underground chamber	A woman visits the same beach year after year, and begins to notice a change to a large wall of stone. Where the water touches the rock, she notices that the rock shows signs of being dissolved. After two year, there is an indent in the rock. After fifty years, the woman discovers that the rock is now an underground chamber	A woman visits the same beach year after year, and begins to notice a change to a large wall of stone. Where the water touches the rock, she notices that the rock shows signs of being dissolved. After two year, there is an indent in the rock. After fifty years, the woman discovers that the rock is now solid gold	A woman visits the same beach year after year, and begins to notice a change to a large wall of stone. Where the water touches the rock, she notices that the rock shows signs of being dissolved. After two year, there is an indent in the rock. After fifty years, the woman discovers that the rock is now about to explode	A woman visits the same beach year after year, and begins to notice a change to a large wall of stone. Where the water touches the rock, she notices that the rock shows signs of being dissolved. After two year, there is an indent in the rock. After fifty years, the woman discovers that the rock is now much bigger	0
7-1029	a complete revolution of the Earth around the sun takes one solar year . the sun is a star	In a year there is a complete revolution around a core	In a year there is a complete revolution around a planet	In a year there is a complete revolution around a star	In a year there is a complete revolution around a moon	2
9-1065	recycling has a positive impact on the environment . Redeeming aluminum cans at a store or recyling center is one example of this	redeeming aluminum cans may be seen as an action that benefits the environment	burning trash may be seen as an action that benefits the environment	hunting deer may be seen as an action that benefits the environment	Building inground pool may be seen as an action that benefits the environment	0
9-139	the breaking down of food into simple substances occurs in the digestive system . nutriment is another word for food	The digestive system breaks down metals into simple substances.	The digestive system breaks down stones into simple substances.	The digestive system breaks down plastic food into simple substances.	The digestive system breaks down nutriment into simple substances.	3
7-172	water flows down a slope . a curved surface has a slope	Gravity effects water most when it is on a curved surface	Gravity effects water most when it is full of marine life	Gravity effects water most when it is flowing rapidly with waves	Gravity effects water most when it is in the ocean or lake	0
9-208	as mileage per galon of gasoline increases , the amount of gasoline used will decrease . hybrid card get more mpg	Newer hybrid cars will have less effect on the gas usage in the world over time.	Newer hybrid cars will have more effect on the gas usage in the world over time.	Newer hybrid cars will have more electric effect on the gas usage in the world over time.	Newer hybrid cars will have slower cars effect on the gas usage in the world over time.	0
1276	a compass is used to navigate oceans . a compass can track orientation	A compass knows orientation	A compass Tracks People	A compass Cleans	A compass Invented in 1905	0
7-1049	when the body is hot , sweat is produced to cool the body . sweat comes out of the skin	A person is cooled by a liquid coming from the clothes	A person is cooled by a liquid coming from the eyes	A person is cooled by a liquid coming from the hair	A person is cooled by a liquid coming from the skin	3
1878	condensation is a stage in the water cycle process . condensation is a stage in the water cycle process when a moist film is on my spectacles	condensation is a stage in the water cycle process when ice splashes water in my glass	condensation is a stage in the water cycle process when a raindrop lands in my eye	condensation is a stage in the water cycle process when a moist film is on my spectacles	condensation is a stage in the water cycle process when sweat falls into my eyes	2
7-1146	an animal usually requires a warm body temperature for survival . animals in snow need to stay warmer	An animal usually requires a warm body temperature for survival, such as a bird in a tree	An animal usually requires a warm body temperature for survival, such as a snake in a desert	An animal usually requires a warm body temperature for survival, such as a fox in the snow	An animal usually requires a warm body temperature for survival, such as a shark in the water	2
1404	as the amount of rain increases in an environment , available sunlight will decrease in that environment . move overcast days mean less sunny days	A rainy environment results in more overcast days	A rainy environment results in more sunny days	A rainy environment results in less overcast days	A rainy environment results in a dry environment	0
1232	December is during the winter in the northern hemisphere . December 1st is the day after November 30th	Winter in the northern hemisphere is occurring on the day after July 4th	Winter in the northern hemisphere is occurring on two days before April 23rd	Winter in the northern hemisphere is occurring on the day after November 30th	Winter in the northern hemisphere is occurring on the day before Halloween	2
9-1127	dead organisms decay . harvested turnips are dead	harvested turnips decay.	alive humans decay.	sleeping dogs decay.	hibernating bears decay.	0
1644	as the size of a flower increases , the number of pollinators it will attract increases . bees are pollinators	butterflies blend in with flowers where they exist shows that as the size of a flower increases, the number of pollinators it will attract increases.	ducks prefer to sleep in water that has flowering water lilies shows that as the size of a flower increases, the number of pollinators it will attract increases.	people prefer to walk through gardens that have a large number of flowering plants shows that as the size of a flower increases, the number of pollinators it will attract increases.	Planting flowering plants causes bees to gather en masse shows that as the size of a flower increases, the number of pollinators it will attract increases.	3
115	an earthquake changes Earth 's surface quickly . maps show Earth's surface and sometimes have to change if things have shifted	Maps may be redrawn because of an avalanche	Maps may be redrawn because of a deep freeze	Maps may be redrawn because of a glacier	Maps may be redrawn because of an earthquake	3
9-598	chemical reactions cause different substances to form . Substances are specifically redesigned during such reactions	Chemical reactions can be the cause of new formations of Temperatures.	Chemical reactions can be the cause of new formations of Shapes.	Chemical reactions can be the cause of new formations of Colors.	Chemical reactions can be the cause of new formations of Substances.	3
1082	a spider web is used to capture food by spiders . obtaining sustenance means the same thing as capturing food	One use of a spider's web is camouflage.	One use of a spider's web is obtaining sustenance.	One use of a spider's web is home.	One use of a spider's web is decoration.	1
8-159	nature is the source of natural resources . nature is another name for the earth	the earth is the source of joy	the earth is the source of natural resources	the earth is the source of humanity	the earth is the source of intellegence	1
7-786	An example of conservation is avoiding waste . a menstrual cup is reused while the alternatives are thrown away	a plastic fork can help someone who is trying to conserve.	a paper towel can help someone who is trying to conserve.	a shipping box can help someone who is trying to conserve.	a menstrual cup can help someone who is trying to conserve.	3
1341	the moon does not contain water . seas are a body of water	The moon has seven great lakes	The moon is devoid of seas	The moon is larger than the Earth	The moon has a powerful magnetic field	1
798	metal is a thermal conductor . steel, copper, and aluminum are types of metal	aluminuml was less of a thermal conductor	copperl was less of a thermal conductor	thermal underwearl was less of a thermal conductor	steell was less of a thermal conductor	2
7-1163	friction is used for stopping a vehicle by brakes . pressure on a moving object creates friction	A vehicle stops when brakes are pressed because the tires are being halted by pressure	A vehicle stops when brakes are pressed because the streets are bumpy	A vehicle stops when brakes are pressed because the roads have friction	A vehicle stops when brakes are pressed because the tires are unable to create friction	0
9-787	a forest environment is often green in color . Redwood National Park is a forest of giant trees	The Alps is usually green in color.	Antarctica is usually green in color.	Redwood National Park is usually green in color.	The Pacific is usually green in color.	2
9-778	a tectonic plate moves along a fault line . tectonics is the act of a tectonic plate moving	California experiences heavy earthquake activity due to errostion	California experiences heavy earthquake activity due to techtonics	California experiences heavy earthquake activity due to volcanic activity	California experiences heavy earthquake activity due to fire	1
7-348	January is during the winter in the northern hemisphere . December is also during the winter in the northern hemisphere	The northern hemisphere experiences winter the month after March	The northern hemisphere experiences winter the month after November	The northern hemisphere experiences winter the month after August	The northern hemisphere experiences winter the month after June	1
9-651	soil loss causes grooves in soil . Erosion is a form of soil loss	When dirt has eroded, it takes on circular pattern	When dirt has eroded, it takes on grooved pattern	When dirt has eroded, it takes on hydration pattern	When dirt has eroded, it takes on folding pattern	1
9-356	gravitational force causes objects that have mass to be pulled down on a planet . the pull of a planet is caused by gravity	planetary pull causes objects that have mass to be pulled down.	wind causes objects that have mass to be pulled down.	water force causes objects that have mass to be pulled down.	weight causes objects that have mass to be pulled down.	0
1433	endangered means low in population . hunted out is endangered in an area	deer are hunted to keep population levels in check is an example of endangered.	birds fly south for the winter is an example of endangered.	deer relocate in order to find better food is an example of endangered.	hawks hunt all of the mice from a field is an example of endangered.	3
9-828	smell is used for finding food by some animals . aromas are picked up by a sense of smell	Some animals are aided in finding food sources by aroma	Some animals are aided in finding food sources by neon signs	Some animals are aided in finding food sources by constellations	Some animals are aided in finding food sources by mating calls	0
443	a leaf performs photosynthesis . photosynthesis provides the plant with energy	If the leaves are removed from an oak tree, that can cause the tree to lose water	If the leaves are removed from an oak tree, that can cause the tree to lose acorns	If the leaves are removed from an oak tree, that can cause the tree to lose bark	If the leaves are removed from an oak tree, that can cause the tree to lose energy	3
7-764	an electrical insulator slows the transfer of electricity . slowing electricity is done by insulators like rubber	Using rubber gloves when working on electronics can ruin the electronics completely	Using rubber gloves when working on electronics can keep electricity moving quickly	Using rubber gloves when working on electronics can keep electricity from moving as quickly	Using rubber gloves when working on electronics can stop the electronics from ever working	2
399	transpiration usually happens in the leaves of a plant . many trees lose their leaves in the winter	The amount of transpiration is lower in summer	The amount of transpiration is lower in fall	The amount of transpiration is lower in winter	The amount of transpiration is lower in spring	2
515	as the size of a flower increases , the number of pollinators it will attract increases . bees make honey	As the size of a flower increases more bees visit the flowers surrounding it	As the size of a flower increases more honey makers will be drawn to the flower	As the size of a flower increases the flower blooms anew	As the size of a flower increases birds will eat the flower	1
